path,file,name,kind,date,type,duration,transcription_doc,transcription_txt,transcription_json
2023/Henryk 2023-01-20 Kubuś Puchatek tropi dwie łasice i może też lisa a później spotyka Krzysia.m4a,Henryk 2023-01-20 Kubuś Puchatek tropi dwie łasice i może też lisa a później spotyka Krzysia.m4a,Kubuś Puchatek tropi dwie łasice i może też lisa a później spotyka Krzysia,Henryk,2023-01-20,m4a,976.747392,Henryk 2023-01-20 Kubuś Puchatek tropi dwie łasice i może też lisa a później spotyka Krzysia.docx,Henryk 2023-01-20 Kubuś Puchatek tropi dwie łasice i może też lisa a później spotyka Krzysia.txt,Henryk 2023-01-20 Kubuś Puchatek tropi dwie łasice i może też lisa a później spotyka Krzysia.json
"2023/Henryk 2023-01-21 Puchatek zwraca uwagę Kłapouchemu, że ten zgubił swój ogon.m4a","Henryk 2023-01-21 Puchatek zwraca uwagę Kłapouchemu, że ten zgubił swój ogon.m4a","Puchatek zwraca uwagę Kłapouchemu, że ten zgubił swój ogon",Henryk,2023-01-21,m4a,902.037333,"Henryk 2023-01-21 Puchatek zwraca uwagę Kłapouchemu, że ten zgubił swój ogon.docx","Henryk 2023-01-21 Puchatek zwraca uwagę Kłapouchemu, że ten zgubił swój ogon.txt","Henryk 2023-01-21 Puchatek zwraca uwagę Kłapouchemu, że ten zgubił swój ogon.json"
2023/Henryk 2023-01-23 Kubuś Puchatek odnajduje ogon Kłapouchego u Sowy.m4a,Henryk 2023-01-23 Kubuś Puchatek odnajduje ogon Kłapouchego u Sowy.m4a,Kubuś Puchatek odnajduje ogon Kłapouchego u Sowy,Henryk,2023-01-23,m4a,999.177868,Henryk 2023-01-23 Kubuś Puchatek odnajduje ogon Kłapouchego u Sowy.docx,Henryk 2023-01-23 Kubuś Puchatek odnajduje ogon Kłapouchego u Sowy.txt,Henryk 2023-01-23 Kubuś Puchatek odnajduje ogon Kłapouchego u Sowy.json
"2023/Henryk 2023-01-25 Puchatek wymyśla sobie, że będzie próbował złapać słonia.m4a","Henryk 2023-01-25 Puchatek wymyśla sobie, że będzie próbował złapać słonia.m4a","Puchatek wymyśla sobie, że będzie próbował złapać słonia",Henryk,2023-01-25,m4a,761.344000,"Henryk 2023-01-25 Puchatek wymyśla sobie, że będzie próbował złapać słonia.docx","Henryk 2023-01-25 Puchatek wymyśla sobie, że będzie próbował złapać słonia.txt","Henryk 2023-01-25 Puchatek wymyśla sobie, że będzie próbował złapać słonia.json"
2023/Henryk 2023-01-26 Puchatek z Prosiaczkiem wymyślają jak zwabić słonia do pułapki.m4a,Henryk 2023-01-26 Puchatek z Prosiaczkiem wymyślają jak zwabić słonia do pułapki.m4a,Puchatek z Prosiaczkiem wymyślają jak zwabić słonia do pułapki,Henryk,2023-01-26,m4a,752.192000,Henryk 2023-01-26 Puchatek z Prosiaczkiem wymyślają jak zwabić słonia do pułapki.docx,Henryk 2023-01-26 Puchatek z Prosiaczkiem wymyślają jak zwabić słonia do pułapki.txt,Henryk 2023-01-26 Puchatek z Prosiaczkiem wymyślają jak zwabić słonia do pułapki.json
2023/Henryk 2023-01-27 Puchatek przygotował garnek miodu żeby złapać słonia.m4a,Henryk 2023-01-27 Puchatek przygotował garnek miodu żeby złapać słonia.m4a,Puchatek przygotował garnek miodu żeby złapać słonia,Henryk,2023-01-27,m4a,810.218667,Henryk 2023-01-27 Puchatek przygotował garnek miodu żeby złapać słonia.docx,Henryk 2023-01-27 Puchatek przygotował garnek miodu żeby złapać słonia.txt,Henryk 2023-01-27 Puchatek przygotował garnek miodu żeby złapać słonia.json
"2023/Henryk 2023-01-28 Prosiaczek przestraszył się słonia w pułapce na słonie, ale okazało się że to Puchatek.m4a","Henryk 2023-01-28 Prosiaczek przestraszył się słonia w pułapce na słonie, ale okazało się że to Puchatek.m4a","Prosiaczek przestraszył się słonia w pułapce na słonie, ale okazało się że to Puchatek",Henryk,2023-01-28,m4a,1014.293333,"Henryk 2023-01-28 Prosiaczek przestraszył się słonia w pułapce na słonie, ale okazało się że to Puchatek.docx","Henryk 2023-01-28 Prosiaczek przestraszył się słonia w pułapce na słonie, ale okazało się że to Puchatek.txt","Henryk 2023-01-28 Prosiaczek przestraszył się słonia w pułapce na słonie, ale okazało się że to Puchatek.json"
2023/Henryk 2023-01-29 Puchatek odwiedza Kłapouchego i dowiaduje się o jego urodzinach.m4a,Henryk 2023-01-29 Puchatek odwiedza Kłapouchego i dowiaduje się o jego urodzinach.m4a,Puchatek odwiedza Kłapouchego i dowiaduje się o jego urodzinach,Henryk,2023-01-29,m4a,1021.610667,Henryk 2023-01-29 Puchatek odwiedza Kłapouchego i dowiaduje się o jego urodzinach.docx,Henryk 2023-01-29 Puchatek odwiedza Kłapouchego i dowiaduje się o jego urodzinach.txt,Henryk 2023-01-29 Puchatek odwiedza Kłapouchego i dowiaduje się o jego urodzinach.json
2023/Henryk 2023-01-31 Puchatek udaje się do sowy by przygotować śluczną baryłeczkę w prezencie dla Kłapouchego.m4a,Henryk 2023-01-31 Puchatek udaje się do sowy by przygotować śluczną baryłeczkę w prezencie dla Kłapouchego.m4a,Puchatek udaje się do sowy by przygotować śluczną baryłeczkę w prezencie dla Kłapouchego,Henryk,2023-01-31,m4a,985.942494,Henryk 2023-01-31 Puchatek udaje się do sowy by przygotować śluczną baryłeczkę w prezencie dla Kłapouchego.docx,Henryk 2023-01-31 Puchatek udaje się do sowy by przygotować śluczną baryłeczkę w prezencie dla Kłapouchego.txt,Henryk 2023-01-31 Puchatek udaje się do sowy by przygotować śluczną baryłeczkę w prezencie dla Kłapouchego.json
2023/Henryk 2023-02-02 Kłapouchy cieszy się jak nigdy wcześniej z prezentów urodzinowych od Puchatka i Prosiaczka.m4a,Henryk 2023-02-02 Kłapouchy cieszy się jak nigdy wcześniej z prezentów urodzinowych od Puchatka i Prosiaczka.m4a,Kłapouchy cieszy się jak nigdy wcześniej z prezentów urodzinowych od Puchatka i Prosiaczka,Henryk,2023-02-02,m4a,1090.602667,Henryk 2023-02-02 Kłapouchy cieszy się jak nigdy wcześniej z prezentów urodzinowych od Puchatka i Prosiaczka.docx,Henryk 2023-02-02 Kłapouchy cieszy się jak nigdy wcześniej z prezentów urodzinowych od Puchatka i Prosiaczka.txt,Henryk 2023-02-02 Kłapouchy cieszy się jak nigdy wcześniej z prezentów urodzinowych od Puchatka i Prosiaczka.json
2023/Henryk 2023-02-03 Do lasu wprowadza się Kangurzyca z Maleństwem i Królikowi nie za bardzo się to podoba.m4a,Henryk 2023-02-03 Do lasu wprowadza się Kangurzyca z Maleństwem i Królikowi nie za bardzo się to podoba.m4a,Do lasu wprowadza się Kangurzyca z Maleństwem i Królikowi nie za bardzo się to podoba,Henryk,2023-02-03,m4a,831.104000,Henryk 2023-02-03 Do lasu wprowadza się Kangurzyca z Maleństwem i Królikowi nie za bardzo się to podoba.docx,Henryk 2023-02-03 Do lasu wprowadza się Kangurzyca z Maleństwem i Królikowi nie za bardzo się to podoba.txt,Henryk 2023-02-03 Do lasu wprowadza się Kangurzyca z Maleństwem i Królikowi nie za bardzo się to podoba.json
2023/Henryk 2023-02-05 Królik sporządził plan porwania Maleństwa i wyjaśnia Prosiaczkowi i Puchatkowi co mają robić.m4a,Henryk 2023-02-05 Królik sporządził plan porwania Maleństwa i wyjaśnia Prosiaczkowi i Puchatkowi co mają robić.m4a,Królik sporządził plan porwania Maleństwa i wyjaśnia Prosiaczkowi i Puchatkowi co mają robić,Henryk,2023-02-05,m4a,1173.269333,Henryk 2023-02-05 Królik sporządził plan porwania Maleństwa i wyjaśnia Prosiaczkowi i Puchatkowi co mają robić.docx,Henryk 2023-02-05 Królik sporządził plan porwania Maleństwa i wyjaśnia Prosiaczkowi i Puchatkowi co mają robić.txt,Henryk 2023-02-05 Królik sporządził plan porwania Maleństwa i wyjaśnia Prosiaczkowi i Puchatkowi co mają robić.json
2023/Henryk 2023-02-06 Królik i Puchatek odwracają uwagę Kangurzycy za pomocą wiersza a Prosiaczek wskakuje do torby Kangurzycy zamiast Maleństwa.m4a,Henryk 2023-02-06 Królik i Puchatek odwracają uwagę Kangurzycy za pomocą wiersza a Prosiaczek wskakuje do torby Kangurzycy zamiast Maleństwa.m4a,Królik i Puchatek odwracają uwagę Kangurzycy za pomocą wiersza a Prosiaczek wskakuje do torby Kangurzycy zamiast Maleństwa,Henryk,2023-02-06,m4a,838.762667,Henryk 2023-02-06 Królik i Puchatek odwracają uwagę Kangurzycy za pomocą wiersza a Prosiaczek wskakuje do torby Kangurzycy zamiast Maleństwa.docx,Henryk 2023-02-06 Królik i Puchatek odwracają uwagę Kangurzycy za pomocą wiersza a Prosiaczek wskakuje do torby Kangurzycy zamiast Maleństwa.txt,Henryk 2023-02-06 Królik i Puchatek odwracają uwagę Kangurzycy za pomocą wiersza a Prosiaczek wskakuje do torby Kangurzycy zamiast Maleństwa.json
2023/Henryk 2023-02-07 Kangurzyca postanowiła spłatać figla Prosiaczkowi i udawała że Prosiaczek to Maleństwo.m4a,Henryk 2023-02-07 Kangurzyca postanowiła spłatać figla Prosiaczkowi i udawała że Prosiaczek to Maleństwo.m4a,Kangurzyca postanowiła spłatać figla Prosiaczkowi i udawała że Prosiaczek to Maleństwo,Henryk,2023-02-07,m4a,1011.072000,Henryk 2023-02-07 Kangurzyca postanowiła spłatać figla Prosiaczkowi i udawała że Prosiaczek to Maleństwo.docx,Henryk 2023-02-07 Kangurzyca postanowiła spłatać figla Prosiaczkowi i udawała że Prosiaczek to Maleństwo.txt,Henryk 2023-02-07 Kangurzyca postanowiła spłatać figla Prosiaczkowi i udawała że Prosiaczek to Maleństwo.json
2023/Henryk 2023-02-08 Puchatek udaje się w odwiedziny do Krzysia a ten z kolei wymyśla że wszyscy przyjaciele wyruszą na wyprawę.m4a,Henryk 2023-02-08 Puchatek udaje się w odwiedziny do Krzysia a ten z kolei wymyśla że wszyscy przyjaciele wyruszą na wyprawę.m4a,Puchatek udaje się w odwiedziny do Krzysia a ten z kolei wymyśla że wszyscy przyjaciele wyruszą na wyprawę,Henryk,2023-02-08,m4a,898.581333,Henryk 2023-02-08 Puchatek udaje się w odwiedziny do Krzysia a ten z kolei wymyśla że wszyscy przyjaciele wyruszą na wyprawę.docx,Henryk 2023-02-08 Puchatek udaje się w odwiedziny do Krzysia a ten z kolei wymyśla że wszyscy przyjaciele wyruszą na wyprawę.txt,Henryk 2023-02-08 Puchatek udaje się w odwiedziny do Krzysia a ten z kolei wymyśla że wszyscy przyjaciele wyruszą na wyprawę.json
2023/Rodzice Henryk 2023-02-08 Opowiadanie o lokomotywie.m4a,Rodzice Henryk 2023-02-08 Opowiadanie o lokomotywie.m4a,Opowiadanie o lokomotywie,Rodzice Henryk,2023-02-08,m4a,349.312000,Rodzice Henryk 2023-02-08 Opowiadanie o lokomotywie.docx,Rodzice Henryk 2023-02-08 Opowiadanie o lokomotywie.txt,Rodzice Henryk 2023-02-08 Opowiadanie o lokomotywie.json
2023/Henryk 2023-02-11 Wszyscy w końcu ruszają na wyprawę z Krzysiem i Królikiem na czele.m4a,Henryk 2023-02-11 Wszyscy w końcu ruszają na wyprawę z Krzysiem i Królikiem na czele.m4a,Wszyscy w końcu ruszają na wyprawę z Krzysiem i Królikiem na czele,Henryk,2023-02-11,m4a,852.352000,Henryk 2023-02-11 Wszyscy w końcu ruszają na wyprawę z Krzysiem i Królikiem na czele.docx,Henryk 2023-02-11 Wszyscy w końcu ruszają na wyprawę z Krzysiem i Królikiem na czele.txt,Henryk 2023-02-11 Wszyscy w końcu ruszają na wyprawę z Krzysiem i Królikiem na czele.json
2023/Henryk 2023-02-12 Wyprawa wyruszyła i cała ferajna dotarła do niebezpiecznego miejsca.m4a,Henryk 2023-02-12 Wyprawa wyruszyła i cała ferajna dotarła do niebezpiecznego miejsca.m4a,Wyprawa wyruszyła i cała ferajna dotarła do niebezpiecznego miejsca,Henryk,2023-02-12,m4a,784.853333,Henryk 2023-02-12 Wyprawa wyruszyła i cała ferajna dotarła do niebezpiecznego miejsca.docx,Henryk 2023-02-12 Wyprawa wyruszyła i cała ferajna dotarła do niebezpiecznego miejsca.txt,Henryk 2023-02-12 Wyprawa wyruszyła i cała ferajna dotarła do niebezpiecznego miejsca.json
2023/Henryk 2023-02-14 Przyjaciele Kubusia Puchatka przybywają nad strumyk by odpocząć i Maleństwo wpada do wody by zostać przez Puchatka uratowanym.m4a,Henryk 2023-02-14 Przyjaciele Kubusia Puchatka przybywają nad strumyk by odpocząć i Maleństwo wpada do wody by zostać przez Puchatka uratowanym.m4a,Przyjaciele Kubusia Puchatka przybywają nad strumyk by odpocząć i Maleństwo wpada do wody by zostać przez Puchatka uratowanym,Henryk,2023-02-14,m4a,1074.294422,Henryk 2023-02-14 Przyjaciele Kubusia Puchatka przybywają nad strumyk by odpocząć i Maleństwo wpada do wody by zostać przez Puchatka uratowanym.docx,Henryk 2023-02-14 Przyjaciele Kubusia Puchatka przybywają nad strumyk by odpocząć i Maleństwo wpada do wody by zostać przez Puchatka uratowanym.txt,Henryk 2023-02-14 Przyjaciele Kubusia Puchatka przybywają nad strumyk by odpocząć i Maleństwo wpada do wody by zostać przez Puchatka uratowanym.json
2023/Henryk 2023-02-16 Prosiaczek został w domu w czasie wielkiej ulewy i szuka pomocy.m4a,Henryk 2023-02-16 Prosiaczek został w domu w czasie wielkiej ulewy i szuka pomocy.m4a,Prosiaczek został w domu w czasie wielkiej ulewy i szuka pomocy,Henryk,2023-02-16,m4a,983.829333,Henryk 2023-02-16 Prosiaczek został w domu w czasie wielkiej ulewy i szuka pomocy.docx,Henryk 2023-02-16 Prosiaczek został w domu w czasie wielkiej ulewy i szuka pomocy.txt,Henryk 2023-02-16 Prosiaczek został w domu w czasie wielkiej ulewy i szuka pomocy.json
2023/Henryk 2023-02-17 Puchatek śni o wyprawie na biegun wschodni i nagle budzi się z łapkami w wodzie i ratuje się wchodząc na drzewo.m4a,Henryk 2023-02-17 Puchatek śni o wyprawie na biegun wschodni i nagle budzi się z łapkami w wodzie i ratuje się wchodząc na drzewo.m4a,Puchatek śni o wyprawie na biegun wschodni i nagle budzi się z łapkami w wodzie i ratuje się wchodząc na drzewo,Henryk,2023-02-17,m4a,837.098667,Henryk 2023-02-17 Puchatek śni o wyprawie na biegun wschodni i nagle budzi się z łapkami w wodzie i ratuje się wchodząc na drzewo.docx,Henryk 2023-02-17 Puchatek śni o wyprawie na biegun wschodni i nagle budzi się z łapkami w wodzie i ratuje się wchodząc na drzewo.txt,Henryk 2023-02-17 Puchatek śni o wyprawie na biegun wschodni i nagle budzi się z łapkami w wodzie i ratuje się wchodząc na drzewo.json
2023/Henryk 2023-02-19 Krzyś martwi się o przyjaciół w czasie ulewy gdy przybywa do niego Puchatek na Pływającym Misiu.m4a,Henryk 2023-02-19 Krzyś martwi się o przyjaciół w czasie ulewy gdy przybywa do niego Puchatek na Pływającym Misiu.m4a,Krzyś martwi się o przyjaciół w czasie ulewy gdy przybywa do niego Puchatek na Pływającym Misiu,Henryk,2023-02-19,m4a,1092.309333,Henryk 2023-02-19 Krzyś martwi się o przyjaciół w czasie ulewy gdy przybywa do niego Puchatek na Pływającym Misiu.docx,Henryk 2023-02-19 Krzyś martwi się o przyjaciół w czasie ulewy gdy przybywa do niego Puchatek na Pływającym Misiu.txt,Henryk 2023-02-19 Krzyś martwi się o przyjaciół w czasie ulewy gdy przybywa do niego Puchatek na Pływającym Misiu.json
2023/Rodzice Henryk 2023-02-19 Kot Filemon pojawia się w izbie i Bonifacemu sie to nie podoba.m4a,Rodzice Henryk 2023-02-19 Kot Filemon pojawia się w izbie i Bonifacemu sie to nie podoba.m4a,Kot Filemon pojawia się w izbie i Bonifacemu sie to nie podoba,Rodzice Henryk,2023-02-19,m4a,564.448000,Rodzice Henryk 2023-02-19 Kot Filemon pojawia się w izbie i Bonifacemu sie to nie podoba.docx,Rodzice Henryk 2023-02-19 Kot Filemon pojawia się w izbie i Bonifacemu sie to nie podoba.txt,Rodzice Henryk 2023-02-19 Kot Filemon pojawia się w izbie i Bonifacemu sie to nie podoba.json
2023/Henryk 2023-02-20 Kubuś Puchatek wpada na wspaniały pomysł stworzenia statku „Rozum Puchatka” i wyrusza wraz z Krzysiem na ratunek Prosiaczkowi.m4a,Henryk 2023-02-20 Kubuś Puchatek wpada na wspaniały pomysł stworzenia statku „Rozum Puchatka” i wyrusza wraz z Krzysiem na ratunek Prosiaczkowi.m4a,Kubuś Puchatek wpada na wspaniały pomysł stworzenia statku „Rozum Puchatka” i wyrusza wraz z Krzysiem na ratunek Prosiaczkowi,Henryk,2023-02-20,m4a,891.553379,Henryk 2023-02-20 Kubuś Puchatek wpada na wspaniały pomysł stworzenia statku „Rozum Puchatka” i wyrusza wraz z Krzysiem na ratunek Prosiaczkowi.docx,Henryk 2023-02-20 Kubuś Puchatek wpada na wspaniały pomysł stworzenia statku „Rozum Puchatka” i wyrusza wraz z Krzysiem na ratunek Prosiaczkowi.txt,Henryk 2023-02-20 Kubuś Puchatek wpada na wspaniały pomysł stworzenia statku „Rozum Puchatka” i wyrusza wraz z Krzysiem na ratunek Prosiaczkowi.json
2023/Henryk 2023-02-22 Krzyś zamierza udządzić przyjęcie na cześć Puchatka i zaprasza wszystkich przyjaciół.m4a,Henryk 2023-02-22 Krzyś zamierza udządzić przyjęcie na cześć Puchatka i zaprasza wszystkich przyjaciół.m4a,Krzyś zamierza udządzić przyjęcie na cześć Puchatka i zaprasza wszystkich przyjaciół,Henryk,2023-02-22,m4a,900.609161,Henryk 2023-02-22 Krzyś zamierza udządzić przyjęcie na cześć Puchatka i zaprasza wszystkich przyjaciół.docx,Henryk 2023-02-22 Krzyś zamierza udządzić przyjęcie na cześć Puchatka i zaprasza wszystkich przyjaciół.txt,Henryk 2023-02-22 Krzyś zamierza udządzić przyjęcie na cześć Puchatka i zaprasza wszystkich przyjaciół.json
2023/Henryk 2023-02-23 Krzyś szuka na przyjęciu Puchatka i prezentu dla Puchatka podczas gdy Kłapouchy myśli że przyjęcie jest dla niego.m4a,Henryk 2023-02-23 Krzyś szuka na przyjęciu Puchatka i prezentu dla Puchatka podczas gdy Kłapouchy myśli że przyjęcie jest dla niego.m4a,Krzyś szuka na przyjęciu Puchatka i prezentu dla Puchatka podczas gdy Kłapouchy myśli że przyjęcie jest dla niego,Henryk,2023-02-23,m4a,960.191565,Henryk 2023-02-23 Krzyś szuka na przyjęciu Puchatka i prezentu dla Puchatka podczas gdy Kłapouchy myśli że przyjęcie jest dla niego.docx,Henryk 2023-02-23 Krzyś szuka na przyjęciu Puchatka i prezentu dla Puchatka podczas gdy Kłapouchy myśli że przyjęcie jest dla niego.txt,Henryk 2023-02-23 Krzyś szuka na przyjęciu Puchatka i prezentu dla Puchatka podczas gdy Kłapouchy myśli że przyjęcie jest dla niego.json
2023/Henryk 2023-02-24 Kubuś Puchatek dostaje w prezencie skrzyneczkę z kolorowymi ołówkami i tu opowieść się kończy.m4a,Henryk 2023-02-24 Kubuś Puchatek dostaje w prezencie skrzyneczkę z kolorowymi ołówkami i tu opowieść się kończy.m4a,Kubuś Puchatek dostaje w prezencie skrzyneczkę z kolorowymi ołówkami i tu opowieść się kończy,Henryk,2023-02-24,m4a,813.325351,Henryk 2023-02-24 Kubuś Puchatek dostaje w prezencie skrzyneczkę z kolorowymi ołówkami i tu opowieść się kończy.docx,Henryk 2023-02-24 Kubuś Puchatek dostaje w prezencie skrzyneczkę z kolorowymi ołówkami i tu opowieść się kończy.txt,Henryk 2023-02-24 Kubuś Puchatek dostaje w prezencie skrzyneczkę z kolorowymi ołówkami i tu opowieść się kończy.json
2023/Henryk 2023-02-25 Antoni Smok spotyka Wincentego Smoka i rozmawiają o grze w piłkę.m4a,Henryk 2023-02-25 Antoni Smok spotyka Wincentego Smoka i rozmawiają o grze w piłkę.m4a,Antoni Smok spotyka Wincentego Smoka i rozmawiają o grze w piłkę,Henryk,2023-02-25,m4a,960.789333,Henryk 2023-02-25 Antoni Smok spotyka Wincentego Smoka i rozmawiają o grze w piłkę.docx,Henryk 2023-02-25 Antoni Smok spotyka Wincentego Smoka i rozmawiają o grze w piłkę.txt,Henryk 2023-02-25 Antoni Smok spotyka Wincentego Smoka i rozmawiają o grze w piłkę.json
2023/Rodzice Henryk 2023-02-26 Kot Filemon  powoli oswaja się ze swoim nowym domem i z Bonifacym.m4a,Rodzice Henryk 2023-02-26 Kot Filemon  powoli oswaja się ze swoim nowym domem i z Bonifacym.m4a,Kot Filemon  powoli oswaja się ze swoim nowym domem i z Bonifacym,Rodzice Henryk,2023-02-26,m4a,443.904000,Rodzice Henryk 2023-02-26 Kot Filemon  powoli oswaja się ze swoim nowym domem i z Bonifacym.docx,Rodzice Henryk 2023-02-26 Kot Filemon  powoli oswaja się ze swoim nowym domem i z Bonifacym.txt,Rodzice Henryk 2023-02-26 Kot Filemon  powoli oswaja się ze swoim nowym domem i z Bonifacym.json
